Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Number of Turns per Tx Segment,Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.06,0.74,7,0.06,0.74,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.16E-07,1.16E-07,2.32E-07
0.06,0.78,77,0.06,0.78,77,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.27E-11,2.27E-11,4.53E-11
0.06,0.78,52,0.06,0.78,52,0.1,0.15,3,5.55,17,31.45,85,157.25,,1.41E-10,1.41E-10,2.81E-10
0.06,0.78,40,0.06,0.78,40,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.53E-10,4.53E-10,9.05E-10
0.06,0.78,32,0.06,0.78,32,0.2,0.15,3,5.55,17,31.45,85,157.25,,1.22E-09,1.22E-09,2.45E-09
0.06,0.78,27,0.06,0.78,27,0.25,0.15,3,5.55,17,31.45,85,157.25,,2.36E-09,2.36E-09,4.73E-09
0.06,0.78,23,0.06,0.78,23,0.3,0.15,3,5.55,17,31.45,85,157.25,,4.38E-09,4.38E-09,8.77E-09
0.06,0.78,20,0.06,0.78,20,0.35,0.15,3,5.55,17,31.45,85,157.25,,7.05E-09,7.05E-09,1.41E-08
0.06,0.78,18,0.06,0.78,18,0.4,0.15,3,5.55,17,31.45,85,157.25,,9.89E-09,9.89E-09,1.98E-08
0.06,0.78,16,0.06,0.78,16,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.45E-08,1.45E-08,2.90E-08
0.06,0.78,14,0.06,0.78,14,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.27E-08,2.27E-08,4.53E-08
0.06,0.78,13,0.06,0.78,13,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.71E-08,2.71E-08,5.43E-08
0.06,0.78,12,0.06,0.78,12,0.6,0.15,3,5.55,17,31.45,85,157.25,,3.26E-08,3.26E-08,6.52E-08
0.06,0.78,11,0.06,0.78,11,0.65,0.15,3,5.55,17,31.45,85,157.25,,4.04E-08,4.04E-08,8.08E-08
0.06,0.78,10,0.06,0.78,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,5.47E-08,5.47E-08,1.09E-07
0.06,0.78,10,0.06,0.78,10,0.75,0.15,3,5.55,17,31.45,85,157.25,,4.64E-08,4.64E-08,9.28E-08
0.06,0.78,9,0.06,0.78,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,6.10E-08,6.10E-08,1.22E-07
0.06,0.78,8,0.06,0.78,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,8.78E-08,8.78E-08,1.76E-07
0.06,0.78,8,0.06,0.78,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,7.45E-08,7.45E-08,1.49E-07
0.06,0.78,7,0.06,0.78,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.11E-07,1.11E-07,2.23E-07
0.1,0.06,56,0.1,0.06,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,8.50E-12,8.50E-12,1.70E-11
0.1,0.06,42,0.1,0.06,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.06E-11,3.06E-11,6.13E-11
0.1,0.06,33,0.1,0.06,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,8.56E-11,8.56E-11,1.71E-10
0.1,0.06,27,0.1,0.06,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,1.92E-10,1.92E-10,3.83E-10
0.1,0.06,23,0.1,0.06,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,3.47E-10,3.47E-10,6.95E-10
0.1,0.06,20,0.1,0.06,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,5.61E-10,5.61E-10,1.12E-09
0.1,0.06,18,0.1,0.06,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,7.70E-10,7.70E-10,1.54E-09
0.1,0.06,16,0.1,0.06,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.09E-09,1.09E-09,2.18E-09
0.1,0.06,15,0.1,0.06,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.24E-09,1.24E-09,2.48E-09
0.1,0.06,13,0.1,0.06,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.84E-09,1.84E-09,3.67E-09
0.1,0.06,12,0.1,0.06,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.15E-09,2.15E-09,4.29E-09
0.1,0.06,11,0.1,0.06,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.53E-09,2.53E-09,5.06E-09
0.1,0.06,10,0.1,0.06,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.00E-09,3.00E-09,6.00E-09
0.1,0.06,10,0.1,0.06,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.73E-09,2.73E-09,5.46E-09
0.1,0.06,9,0.1,0.06,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,3.28E-09,3.28E-09,6.56E-09
0.1,0.06,9,0.1,0.06,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.00E-09,3.00E-09,6.01E-09
0.1,0.06,8,0.1,0.06,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.64E-09,3.64E-09,7.28E-09
0.1,0.06,8,0.1,0.06,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,3.36E-09,3.36E-09,6.72E-09
0.1,0.06,7,0.1,0.06,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.09E-09,4.09E-09,8.18E-09
0.1,0.1,56,0.1,0.1,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.22E-11,2.22E-11,4.44E-11
0.1,0.1,42,0.1,0.1,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,8.02E-11,8.02E-11,1.60E-10
0.1,0.1,33,0.1,0.1,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,2.24E-10,2.24E-10,4.49E-10
0.1,0.1,27,0.1,0.1,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.04E-10,5.04E-10,1.01E-09
0.1,0.1,23,0.1,0.1,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.18E-10,9.18E-10,1.84E-09
0.1,0.1,20,0.1,0.1,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.49E-09,1.49E-09,2.98E-09
0.1,0.1,18,0.1,0.1,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,2.06E-09,2.06E-09,4.11E-09
0.1,0.1,16,0.1,0.1,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.93E-09,2.93E-09,5.85E-09
0.1,0.1,15,0.1,0.1,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,3.36E-09,3.36E-09,6.72E-09
0.1,0.1,13,0.1,0.1,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,5.02E-09,5.02E-09,1.00E-08
0.1,0.1,12,0.1,0.1,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,5.93E-09,5.93E-09,1.19E-08
0.1,0.1,11,0.1,0.1,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,7.06E-09,7.06E-09,1.41E-08
0.1,0.1,10,0.1,0.1,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,8.50E-09,8.50E-09,1.70E-08
0.1,0.1,10,0.1,0.1,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,7.77E-09,7.77E-09,1.55E-08
0.1,0.1,9,0.1,0.1,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,9.48E-09,9.48E-09,1.90E-08
0.1,0.1,9,0.1,0.1,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,8.74E-09,8.74E-09,1.75E-08
0.1,0.1,8,0.1,0.1,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,1.08E-08,1.08E-08,2.16E-08
0.1,0.1,8,0.1,0.1,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,1.00E-08,1.00E-08,2.01E-08
0.1,0.1,7,0.1,0.1,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.25E-08,1.25E-08,2.50E-08
0.1,0.14,56,0.1,0.14,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,4.24E-11,4.24E-11,8.49E-11
0.1,0.14,42,0.1,0.14,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,1.53E-10,1.53E-10,3.07E-10
0.1,0.14,33,0.1,0.14,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.31E-10,4.31E-10,8.61E-10
0.1,0.14,27,0.1,0.14,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,9.71E-10,9.71E-10,1.94E-09
0.1,0.14,23,0.1,0.14,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,1.78E-09,1.78E-09,3.55E-09
0.1,0.14,20,0.1,0.14,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,2.90E-09,2.90E-09,5.80E-09
0.1,0.14,18,0.1,0.14,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,4.03E-09,4.03E-09,8.05E-09
0.1,0.14,16,0.1,0.14,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,5.77E-09,5.77E-09,1.15E-08
0.1,0.14,15,0.1,0.14,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,6.67E-09,6.67E-09,1.33E-08
0.1,0.14,13,0.1,0.14,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.01E-08,1.01E-08,2.02E-08
0.1,0.14,12,0.1,0.14,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.20E-08,1.20E-08,2.41E-08
0.1,0.14,11,0.1,0.14,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.45E-08,1.45E-08,2.90E-08
0.1,0.14,10,0.1,0.14,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.77E-08,1.77E-08,3.54E-08
0.1,0.14,10,0.1,0.14,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.63E-08,1.63E-08,3.26E-08
0.1,0.14,9,0.1,0.14,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.02E-08,2.02E-08,4.05E-08
0.1,0.14,9,0.1,0.14,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.87E-08,1.87E-08,3.75E-08
0.1,0.14,8,0.1,0.14,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.37E-08,2.37E-08,4.74E-08
0.1,0.14,8,0.1,0.14,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,2.22E-08,2.22E-08,4.43E-08
0.1,0.14,7,0.1,0.14,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,2.72E-08,2.72E-08,5.45E-08
0.1,0.18,56,0.1,0.18,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,6.92E-11,6.92E-11,1.38E-10
0.1,0.18,42,0.1,0.18,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.51E-10,2.51E-10,5.01E-10
0.1,0.18,33,0.1,0.18,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,7.06E-10,7.06E-10,1.41E-09
0.1,0.18,27,0.1,0.18,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,1.60E-09,1.60E-09,3.20E-09
0.1,0.18,23,0.1,0.18,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,2.94E-09,2.94E-09,5.88E-09
0.1,0.18,20,0.1,0.18,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,4.83E-09,4.83E-09,9.66E-09
0.1,0.18,18,0.1,0.18,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,6.75E-09,6.75E-09,1.35E-08
0.1,0.18,16,0.1,0.18,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,9.76E-09,9.76E-09,1.95E-08
0.1,0.18,15,0.1,0.18,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.13E-08,1.13E-08,2.27E-08
0.1,0.18,13,0.1,0.18,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.74E-08,1.74E-08,3.49E-08
0.1,0.18,12,0.1,0.18,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.10E-08,2.10E-08,4.20E-08
0.1,0.18,11,0.1,0.18,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.56E-08,2.56E-08,5.13E-08
0.1,0.18,10,0.1,0.18,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.18E-08,3.18E-08,6.36E-08
0.1,0.18,10,0.1,0.18,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.75E-08,2.75E-08,5.49E-08
0.1,0.18,9,0.1,0.18,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,3.23E-08,3.23E-08,6.46E-08
0.1,0.18,9,0.1,0.18,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,2.90E-08,2.90E-08,5.79E-08
0.1,0.18,8,0.1,0.18,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.44E-08,3.44E-08,6.88E-08
0.1,0.18,8,0.1,0.18,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,3.10E-08,3.10E-08,6.19E-08
0.1,0.18,7,0.1,0.18,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,3.69E-08,3.69E-08,7.38E-08
0.1,0.22,56,0.1,0.22,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.03E-10,1.03E-10,2.05E-10
0.1,0.22,42,0.1,0.22,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.73E-10,3.73E-10,7.45E-10
0.1,0.22,33,0.1,0.22,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.05E-09,1.05E-09,2.11E-09
0.1,0.22,27,0.1,0.22,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,2.40E-09,2.40E-09,4.79E-09
0.1,0.22,23,0.1,0.22,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,4.43E-09,4.43E-09,8.86E-09
0.1,0.22,20,0.1,0.22,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,7.32E-09,7.32E-09,1.46E-08
0.1,0.22,18,0.1,0.22,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.03E-08,1.03E-08,2.06E-08
0.1,0.22,16,0.1,0.22,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.50E-08,1.50E-08,3.01E-08
0.1,0.22,15,0.1,0.22,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.76E-08,1.76E-08,3.52E-08
0.1,0.22,13,0.1,0.22,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.61E-08,2.61E-08,5.21E-08
0.1,0.22,12,0.1,0.22,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.92E-08,2.92E-08,5.83E-08
0.1,0.22,11,0.1,0.22,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,3.39E-08,3.39E-08,6.77E-08
0.1,0.22,10,0.1,0.22,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.98E-08,3.98E-08,7.96E-08
0.1,0.22,10,0.1,0.22,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.44E-08,3.44E-08,6.87E-08
0.1,0.22,9,0.1,0.22,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,4.08E-08,4.08E-08,8.16E-08
0.1,0.22,9,0.1,0.22,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.52E-08,3.52E-08,7.04E-08
0.1,0.22,8,0.1,0.22,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,4.40E-08,4.40E-08,8.81E-08
0.1,0.22,8,0.1,0.22,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,3.97E-08,3.97E-08,7.93E-08
0.1,0.22,7,0.1,0.22,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.80E-08,4.80E-08,9.60E-08
0.1,0.26,56,0.1,0.26,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.43E-10,1.43E-10,2.86E-10
0.1,0.26,42,0.1,0.26,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,5.20E-10,5.20E-10,1.04E-09
0.1,0.26,33,0.1,0.26,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.47E-09,1.47E-09,2.95E-09
0.1,0.26,27,0.1,0.26,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,3.37E-09,3.37E-09,6.74E-09
0.1,0.26,23,0.1,0.26,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,6.27E-09,6.27E-09,1.25E-08
0.1,0.26,20,0.1,0.26,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.04E-08,1.04E-08,2.09E-08
0.1,0.26,18,0.1,0.26,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.42E-08,1.42E-08,2.84E-08
0.1,0.26,16,0.1,0.26,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.91E-08,1.91E-08,3.82E-08
0.1,0.26,15,0.1,0.26,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.09E-08,2.09E-08,4.17E-08
0.1,0.26,13,0.1,0.26,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,3.03E-08,3.03E-08,6.06E-08
0.1,0.26,12,0.1,0.26,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,3.39E-08,3.39E-08,6.79E-08
0.1,0.26,11,0.1,0.26,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,3.96E-08,3.96E-08,7.92E-08
0.1,0.26,10,0.1,0.26,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,4.67E-08,4.67E-08,9.34E-08
0.1,0.26,10,0.1,0.26,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,4.03E-08,4.03E-08,8.06E-08
0.1,0.26,9,0.1,0.26,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,5.01E-08,5.01E-08,1.00E-07
0.1,0.26,9,0.1,0.26,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,4.32E-08,4.32E-08,8.64E-08
0.1,0.26,8,0.1,0.26,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,5.48E-08,5.48E-08,1.10E-07
0.1,0.26,8,0.1,0.26,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.94E-08,4.94E-08,9.88E-08
0.1,0.26,7,0.1,0.26,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,6.08E-08,6.08E-08,1.22E-07
0.1,0.3,56,0.1,0.3,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.90E-10,1.90E-10,3.80E-10
0.1,0.3,42,0.1,0.3,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,6.93E-10,6.93E-10,1.39E-09
0.1,0.3,33,0.1,0.3,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.97E-09,1.97E-09,3.95E-09
0.1,0.3,27,0.1,0.3,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.53E-09,4.53E-09,9.07E-09
0.1,0.3,23,0.1,0.3,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,7.90E-09,7.90E-09,1.58E-08
0.1,0.3,20,0.1,0.3,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.20E-08,1.20E-08,2.40E-08
0.1,0.3,18,0.1,0.3,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.57E-08,1.57E-08,3.13E-08
0.1,0.3,16,0.1,0.3,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.10E-08,2.10E-08,4.21E-08
0.1,0.3,15,0.1,0.3,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.30E-08,2.30E-08,4.59E-08
0.1,0.3,13,0.1,0.3,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,3.44E-08,3.44E-08,6.87E-08
0.1,0.3,12,0.1,0.3,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,3.86E-08,3.86E-08,7.72E-08
0.1,0.3,11,0.1,0.3,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,4.52E-08,4.52E-08,9.03E-08
0.1,0.3,10,0.1,0.3,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,5.56E-08,5.56E-08,1.11E-07
0.1,0.3,10,0.1,0.3,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,4.79E-08,4.79E-08,9.58E-08
0.1,0.3,9,0.1,0.3,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,5.78E-08,5.78E-08,1.16E-07
0.1,0.3,9,0.1,0.3,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,5.19E-08,5.19E-08,1.04E-07
0.1,0.3,8,0.1,0.3,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,6.68E-08,6.68E-08,1.34E-07
0.1,0.3,8,0.1,0.3,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,6.04E-08,6.04E-08,1.21E-07
0.1,0.3,7,0.1,0.3,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,7.97E-08,7.97E-08,1.59E-07
0.1,0.34,56,0.1,0.34,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.44E-10,2.44E-10,4.88E-10
0.1,0.34,42,0.1,0.34,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,8.92E-10,8.92E-10,1.78E-09
0.1,0.34,33,0.1,0.34,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,2.36E-09,2.36E-09,4.72E-09
0.1,0.34,27,0.1,0.34,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.92E-09,4.92E-09,9.84E-09
0.1,0.34,23,0.1,0.34,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,8.40E-09,8.40E-09,1.68E-08
0.1,0.34,20,0.1,0.34,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.30E-08,1.30E-08,2.60E-08
0.1,0.34,18,0.1,0.34,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.69E-08,1.69E-08,3.38E-08
0.1,0.34,16,0.1,0.34,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.33E-08,2.33E-08,4.66E-08
0.1,0.34,15,0.1,0.34,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.54E-08,2.54E-08,5.09E-08
0.1,0.34,13,0.1,0.34,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,3.83E-08,3.83E-08,7.66E-08
0.1,0.34,12,0.1,0.34,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,4.45E-08,4.45E-08,8.90E-08
0.1,0.34,11,0.1,0.34,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,5.24E-08,5.24E-08,1.05E-07
0.1,0.34,10,0.1,0.34,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,6.27E-08,6.27E-08,1.25E-07
0.1,0.34,10,0.1,0.34,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,5.60E-08,5.60E-08,1.12E-07
0.1,0.34,9,0.1,0.34,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,6.84E-08,6.84E-08,1.37E-07
0.1,0.34,9,0.1,0.34,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,6.14E-08,6.14E-08,1.23E-07
0.1,0.34,8,0.1,0.34,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,8.04E-08,8.04E-08,1.61E-07
0.1,0.34,8,0.1,0.34,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,7.26E-08,7.26E-08,1.45E-07
0.1,0.34,7,0.1,0.34,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,9.81E-08,9.81E-08,1.96E-07
0.1,0.38,56,0.1,0.38,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.89E-10,2.89E-10,5.77E-10
0.1,0.38,42,0.1,0.38,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,9.41E-10,9.41E-10,1.88E-09
0.1,0.38,33,0.1,0.38,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,2.44E-09,2.44E-09,4.89E-09
0.1,0.38,27,0.1,0.38,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.16E-09,5.16E-09,1.03E-08
0.1,0.38,23,0.1,0.38,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,8.77E-09,8.77E-09,1.75E-08
0.1,0.38,20,0.1,0.38,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.38E-08,1.38E-08,2.77E-08
0.1,0.38,18,0.1,0.38,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.84E-08,1.84E-08,3.69E-08
0.1,0.38,16,0.1,0.38,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.54E-08,2.54E-08,5.09E-08
0.1,0.38,15,0.1,0.38,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.77E-08,2.77E-08,5.55E-08
0.1,0.38,13,0.1,0.38,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,4.20E-08,4.20E-08,8.40E-08
0.1,0.38,12,0.1,0.38,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,4.89E-08,4.89E-08,9.79E-08
0.1,0.38,11,0.1,0.38,11,0.6,0.15,3,5.55,17,31.45,85,157.25,,6.00E-08,6.00E-08,1.20E-07
0.1,0.38,10,0.1,0.38,10,0.65,0.15,3,5.55,17,31.45,85,157.25,,7.24E-08,7.24E-08,1.45E-07
0.1,0.38,10,0.1,0.38,10,0.7,0.15,3,5.55,17,31.45,85,157.25,,6.47E-08,6.47E-08,1.29E-07
0.1,0.38,9,0.1,0.38,9,0.75,0.15,3,5.55,17,31.45,85,157.25,,7.99E-08,7.99E-08,1.60E-07
0.1,0.38,9,0.1,0.38,9,0.8,0.15,3,5.55,17,31.45,85,157.25,,7.18E-08,7.18E-08,1.44E-07
0.1,0.38,8,0.1,0.38,8,0.85,0.15,3,5.55,17,31.45,85,157.25,,9.55E-08,9.55E-08,1.91E-07
0.1,0.38,8,0.1,0.38,8,0.9,0.15,3,5.55,17,31.45,85,157.25,,8.63E-08,8.63E-08,1.73E-07
0.1,0.38,7,0.1,0.38,7,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.19E-07,1.19E-07,2.38E-07
0.1,0.42,56,0.1,0.42,56,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.89E-10,2.89E-10,5.77E-10
0.1,0.42,42,0.1,0.42,42,0.1,0.15,3,5.55,17,31.45,85,157.25,,9.63E-10,9.63E-10,1.93E-09
0.1,0.42,33,0.1,0.42,33,0.15,0.15,3,5.55,17,31.45,85,157.25,,2.53E-09,2.53E-09,5.06E-09
0.1,0.42,27,0.1,0.42,27,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.32E-09,5.32E-09,1.06E-08
0.1,0.42,23,0.1,0.42,23,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.20E-09,9.20E-09,1.84E-08
0.1,0.42,20,0.1,0.42,20,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.45E-08,1.45E-08,2.90E-08
0.1,0.42,18,0.1,0.42,18,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.93E-08,1.93E-08,3.86E-08
0.1,0.42,16,0.1,0.42,16,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.74E-08,2.74E-08,5.48E-08
0.1,0.42,15,0.1,0.42,15,0.45,0.15,3,5.55,17,31.45,85,157.25,,3.08E-08,3.08E-08,6.16E-08
0.1,0.42,13,0.1,0.42,13,0.5,0.15,3,5.55,17,31.45,85,157.25,,4.70E-08,4.70E-08,9.40E-08
0.1,0.42,12,0.1,0.42,12,0.55,0.15,3,5.55,17,31.45,85,157.25,,5.50E-08,5.50E-08,1.10E-07
